undermind_id,Topic Match Score,Title,Year,Date,Authors,Abstract,Journal,Citation Count,Citation Velocity,DOI,Link,External IDs,Is Open Access,Open Access Link,Semantic Scholar ID,Relevance Summary
117,0,A Comprehensive Quality Evaluation of Security and Privacy Advice on the Web,2020,,"Elissa M. Redmiles, N. Warford, Amritha Jayanti, Aravind Koneru, Sean Kross, Miraida Morales, Rock Stevens, Michelle L. Mazurek",,,116,22.1,,https://www.semanticscholar.org/paper/0a7f47a8937fdb0e18cb61887085d9021695c15d,,FALSE,,0a7f47a8937fdb0e18cb61887085d9021695c15d,
118,0,Identity crime and misuse in Australia: Results of the 2016 online survey,2018,24/05/2018,"Russell Smith, P. Jorna","Identity crime involving the misuse of personal information affects hundreds of thousands of Australians each year—individuals, businesses and governments alike. Through large-scale annual surveys, the Australian Institute of Criminology has examined respondents’ experiences of victimisation over their lifetime and during the preceding 12 months, as well as their perceptions of the risk of identity crime in the ensuing 12 months. The latest survey, undertaken in May 2016, covered just under 10,000 respondents. Findings from the survey confirm that criminal misuse of personal information continues to occur in Australia. Around 20 percent of respondents have had their personal information misused over their lifetime, with between eight and nine percent experiencing misuse in the 12 months prior to completing the survey. Identity crime is one of the most prevalent forms of criminal activity in Australia and remains a persistent concern for many Australians. Survey results should assist those designing awareness programs and prevention initiatives by: indicating those who are more likely to be victims of identity crime; and providing advice on how to seek help and report misuse of personal information.",,4,0.6,10.52922/sr228798,https://doi.org/10.52922/sr228798,,FALSE,,8709b3d726f42d4dabe1264ea27d601d252c27b4,
119,0,Policing Cybercrimes: Situating the Public Police in Networks of Security within Cyberspace,2007,01/05/2007,D. Wall,"The Internet and the criminal behaviour it transforms (cybercrime) pose considerable challenges for order maintenance and law enforcement because Internet‐related offending takes place within a global context while crime tends to be nationally defined. Policing cybercrime is made all the more complex by the very nature of policing and security being networked and nodal and also because within this framework the public police play only a small part in the policing of the Internet. In this paper it is argued that the future of the public police role in policing the Internet is more than simply acquiring new knowledge and capacity, but it is about forging new relationships with the other nodes within the networks of Internet security. These relationships require a range of transformations to take place in order to enhance the effectiveness and legitimacy of the nodal architecture. It will then be argued that some of the contradictions faced by ‘the police’ are being reconciled by the gradual reconstitution of a neo‐Peelian paradigm across a global span, which brings with it a range of instrumental and normative challenges.",Police Practice and Research,135,7.5,10.1080/15614260701377729,https://doi.org/10.1080/15614260701377729,,FALSE,,3d1cec772dc38646e726d3d9c8647a9c3c3fb505,
120,0,Brief Study of Cybercrime on an Internet,2021,04/06/2021,"D. Chudasama, R. Deora","Cybercrime is a serious challenge to society and is harmful to the individuals who become victims. This research paper engages analysis of the cybercrimes that target individuals on the internet and also examines the motivation of criminals that perform such attacks which include (e. g phishing, scams), online harassment, identity theft, malware, hacking and denial-of-service crimes. Cybercrime is a threat to today’s internet-dependent society and is a huge growing problem. By research, it is found that people are using online banking, online shopping and online social networking. Digital technology provides benefits and it provides a rich environment for criminal activity to steal an identity to the theft of classified government information, also known as hacking. A few short examples include buying and selling illegal software and malware, hacking of servers, corrupting systems that could cost billions to individuals, organizations, and government. Cybercrime refers to any crime performed using a computer or an electronic device, mainly through the Internet. As the Internet has many opportunities to consume and access information. Cyber-attacks have mainly caused damage to banking using a credit card and payment scams. Remember, while working within a business, each person has to take personal responsibility for ensuring cybersecurity. You have to prioritize risks that are likely to affect and team up to create the strongest defence against cyberattacks. The study identified security measures are required as well as knowledge of the potential dangers of the Internet. Various steps are taken to slow down attacks but unfortunately are not able to achieve success. The reasons for cyber-attacks, 1.Countries having weak cyber securities, 2. Criminals use new technologies to attack, 3. Cybercrime with business schemes. Every human being is connected by using the internet and it makes the world small. Awareness should be spread regarding cyber-crimes and strict punishments should be imposed on cyber criminals so that criminals leave the idea to do any crime. It ought to guarantee that laws shaped should be followed appropriately.",,18,4.7,10.37591/JOCES.V11I1.812,https://doi.org/10.37591/JOCES.V11I1.812,,FALSE,,31588025d9d4c730b03a3f0d88974f4655cb6db9,
121,0,Cybercrime and The Social Media,2023,15/01/2023,Mohammad Almutasim Bellah Alhamed Alduihi,"In this research, each of the electronic crimes will be analyzed in an attempt to reduce the dangerous effects that they entail, and to clarify their true meaning. A quantitative study was conducted based on a questionnaire, Survey on Cybercrime via Social Media which contains ten questions, with each other question having a measurable scale that was applied to the participants. The survey takes into account the different methods of defrauding innocent victims as well as the number of hours people spend on the internet and the different social media they use. The results showed that 70% of people spend more than 2 hours online and 60% belong to more than 5 social media platforms and 90% of them tried to cheat in a year and 60% of people have lost their money. Cybercrime was noted to be the most common. Mobile phone fraud represented 60% compared to inheritance fraud which represented 10% and fictitious tax refund of 40%. It was also found through the research that 73% of people did not inform the authorities, as 88% prefer not to report even when they suspected that they have been deceived, and 76% of them have seen and heard advertisements about cybercrime. It was also found that 62% are not interested in victims exposed to cybercrime. These results was enough for countries to enact laws and legislation that limit these crimes and intensify the punishment for the perpetrators, as well as educating societies about their danger to avoid them.",ARID International Journal of Informetrics,0,0,10.36772/arid.aijisc.2023.462,https://doi.org/10.36772/arid.aijisc.2023.462,,TRUE,"{'url': 'https://portal.arid.my/Publications/f0e70a8e-90fe-4e76-a2d8-64a46376f225.pdf', 'status': 'GOLD'}",34ef4b9b4a073bc2b6c3df10397a32c378479762,
122,0,Analysis of eCrime in Crowd-sourced Labor Markets: Mechanical Turk vs. Freelancer,2012,,"Vaibhav Garg, L. Camp, Chris Kanich",,,16,1.2,10.1007/978-3-642-39498-0_13,https://doi.org/10.1007/978-3-642-39498-0_13,,FALSE,,ce28c448613e71a9aec886566bb3f7eea543c6f9,
123,0,CYBERCRIME AT THE PRESENT STAGE AND THE ROLE OF VICTIMOLOGICAL PREVENTION IN HER WARNING,2024,09/08/2024,Elena Kleschina,"The article examines the state and trends of cybercrime at the present stage. It is emphasized that, given the growth and variability of cybercrime, victimological prevention is important in its prevention. Victimological prevention is defined as a set of social and legal measures to protect individuals who are more likely to become victims of unlawful attacks. In recent years, during the period of the growth of cybercrime, significant experience has been accumulated in conducting general victimological prevention aimed at informing the population of the country about new criminal threats in the infor-mation space, ways of committing cybercrimes. At the same time, significant importance should be attached not only to general, but also to individual victimological prevention, the potential of which is not fully realized",VESTNIK ADVANCED TRAINING INSTITUTE OF THE MIA OF RUSSIA,0,0,10.29039/2312-7937-2024-2-32-37,https://doi.org/10.29039/2312-7937-2024-2-32-37,,TRUE,"{'url': 'https://vipkmvd.editorum.ru/en/storage/download/164280', 'status': 'GOLD'}",8bfa2d8667951b7ff9d186bcbc8f97b92c3f2429,
124,0,The challenge of measuring cyber-dependent crimes,2015,01/10/2015,"S. Furnell, D. Emm, M. Papadaki",,Computer Fraud & Security,27,2.8,10.1016/S1361-3723(15)30093-2,https://doi.org/10.1016/S1361-3723(15)30093-2,,FALSE,,a55268159dc169d249ea1ff2433809fe4309b56c,
125,0,Global perspectives on cybercrime legislation,2024,24/09/2024,Naeem Allahrakha,"Cybercrime poses a growing threat to individuals, businesses, and governments in the digital age. This research aims to conduct a comprehensive study of the legal frameworks developed by international organizations to combat cybercrime, providing a comparative analysis of their approaches and highlighting strengths, weaknesses, and areas for improvement. The study employs a qualitative research methodology, utilizing a doctrinal approach to examine primary and secondary legal sources for data analysis. The results reveal the ongoing efforts of the United Nations and other international bodies to establish a unified approach to combating cybercrime through conventions on Cybercrime. The research emphasizes the importance of harmonizing laws, fostering international cooperation, and adapting to evolving cyber threats while maintaining a balance between security and individual rights. Recommendations include strengthening legal frameworks, enhancing public-private partnerships, and investing in capacity building and technical assistance for developing countries. The study concludes by highlighting the critical importance of comprehensive and harmonized cybercrime legislation in the global fight against cybercrime and calls for continued efforts to address the challenges posed by this ever-evolving threat.","Journal of Infrastructure, Policy and Development",3,5.8,10.24294/jipd.v8i10.6007,https://doi.org/10.24294/jipd.v8i10.6007,,TRUE,"{'url': 'https://doi.org/10.24294/jipd.v8i10.6007', 'status': 'GOLD'}",31f44460668e685d84991d943065fc30921cb7c4,
126,0,Degrees of Ignorance About the Costs of Data Breaches: What Policymakers Can and Can't Do About the Lack of Good Empirical Data,2017,31/03/2017,"Josephine Wolff, W. Lehr","Estimates of the costs incurred by a data breach can vary enormously. For instance, a 2015 Congressional Research Service report titled “The Target and Other Financial Data Breaches: Frequently Asked Questions” compiled seven different sources’ estimates of the total losses resulting from the 2013 Target breach, ranging from $11 million to $4.9 billion. The high degree of uncertainty and variability surrounding cost estimates for cybersecurity incidents has serious policy consequences, including making it more difficult to foster robust insurance markets for these risks as well as to make decisions about the appropriate level of investment in security controls and defensive interventions. Multiple factors contribute to the poor data quality, including that cybercrime is continuously evolving, cyber criminals succeed by covering their tracks and victims often see more risk than benefit in sharing information. Moreover, the data that does exist is often criticized for an over-reliance on self-reported survey data and the tendency of many security firms to overestimate the costs associated with security breaches in an effort to further promote their own products and services. 
While the general lack of good cost data presents a significant impediment to informed decision-making, ignorance of the economic impacts of data breaches varies across categories of costs, events, and stakeholders. Moreover, the need for precision, accuracy, or concurrence in data estimates varies depending on the specific decisions the data is intended to inform. Our overarching goals in this paper are to clarify which types of cybersecurity cost data are more easily collected than others; how policymakers might improve data access and why previous policy-based efforts to do so have largely failed; and what differential ignorance implies for cybersecurity policy and investment in cyber defenses and mitigation. 
Our prognosis is that important data gaps, especially as those relate to the $-impacts of cybercrime, including data breaches, will endure and are not fully solvable. Certain cost categories are relatively easily estimated, while others will forever remain difficult if not impossible to estimate precisely. Furthermore, much of the best data that will exist will in the hands of Information Security (InfoSec) and Cybersecurity Insurance (CyberIns) providers and will remain private. We do not view this as a problem in need of correction; however, we do see a role for government in helping make some of this cybersecurity market intelligence data available to other market participants. Although data gaps for publicly available data will continue to remain severe, in many cases, this will not be an impediment to evidence-based decision-making so long as the government can encourage a flow of good third-party research.",Social Science Research Network,14,1.7,10.2139/SSRN.2943867,https://doi.org/10.2139/SSRN.2943867,,FALSE,,d1a056816f59e5093bb172d0afc494bf3e73d736,
127,0,'Between the risk and the reality falls the shadow': evidence and urban legends in computer fraud,2001,,M. Levi,"The definition, harmfulness, incidence and prevalence of computer-related crime continue to be controversial. The unifying theme around cyber-crime as an issue seldom amounts to more than a claim to be late or post-modern. Sceptics traditionally argue that much of what is described as computer crime is crime that would not have been significantly harder had computers never been invented but although, as I shall argue, that may be true of conceptual categories such as trespass, theft, obscenity and violence (Wall, 1998: 203), it is undoubtedly true that computers – and especially the Internet democratise criminal opportunities by opening up the possibility of virtual access to sites such as financial and defence systems that would not be available physically to many offenders. (For an excellent introduction to this aspect, see Mann and Sutton, 1998.) Even if we were to agree on a definition of the phenomenon, given non-reporting and even when reported the difficulty of fitting the crime to existing legal categories, our understanding of when and where ‘it’ occurs is very limited. Indeed, Wall (1998: 203) goes so far as to assert that ""it is ...too early even to attempt an assessment of the extent of cybervictimization, indeed, there are many good reasons as to why this might never be possible."" Whilst I agree that this is so in the round, this paper sketches out some brief perspective on the emergence of computer fraud as a social issue and then goes on to examine what surveys to date tell us about its incidence and prevalence. I will not examine what the legal implications of this are, because there is no reason why the legal framework of fraud and attempted fraud should not cope adequately, though evidential issues may be far from easy.",,19,0.8,10.4324/9780203164501_CHAPTER_4,https://doi.org/10.4324/9780203164501_CHAPTER_4,,FALSE,,7335e5af85a21c4bc1c579cd19bdc66b8c18cb25,
128,0,A global perspective on cybercrime,2014,,"Kobra Mamandi, S. Yari","Cybercrimes are responsible for the interruption of normal computer functions and has been known to cause the downfall of many companies and personal entities. The expression crime is defined as an act, which subjects the doer to legal punishment or any offence against morality, social order or any unjust or shameful act. The ""offence"" is defined in the Code of Criminal Procedure to mean as an act or omission made punishable by any law for the time being in force. Society is becoming more dependent upon data and networks to operate our businesses, government, national defense and other critical functions. Cybercrime is a kind of crime that happens in ""cyberspace"", that is, happens in the world of computer and the Internet. Although many people have a limited knowledge of ""cybercrime"", this kind of crime has the serious potential for severe impact on our lives and society, because our society is becoming an information society, full of information exchange happening in ""cyberspace"". Thus, it is necessary to introduce cybercrime detailed. This paper gives detailed information regarding cybercrime, its types, and modes of cybercrime. Cyber Crime from the world but we can reduce it to a large extent by creating awareness in Society. We suggest a system of administrative regulation backed by criminal sanctions that will provide the incentives necessary to create a workable deterrent to cybercrime. This new model is compared to some important existing models and applied to cybercrime. This paper is aimed particularly at readers concerned with major systems employed in medium to large commercial or industrial enterprises.",Humanities and social sciences,0,0,10.11648/J.HSS.20140202.14,https://doi.org/10.11648/J.HSS.20140202.14,,TRUE,"{'url': 'https://doi.org/10.11648/j.hss.20140202.14', 'status': 'GOLD'}",07a17c5180ac7637479e079d1e423f0008ee2d3f,
129,0,"Policy, Statistics, and Questions: Reflections on UK Cyber Security Disclosures",2016,01/12/2016,"Chad Heitzenrater, A. Simpson","Empirical analysis within the field of information security economics is fraught with difficulty, primarily due to a lack of data. Over the last three years, the UK Government, through the Department for Business, Innovation & Skills (BIS), has taken a lead in the area of public disclosure on corporate cyber intrusions via their Information Security Breaches Survey. The recent development of the Cyber Essentials scheme by the same department presents a unique opportunity for reasonably correlated data to be analysed against public policy. We describe some initial steps in undertaking such an analysis by performing standard economics calculations on this data. Through the examination of three key questions that are central to the relationship between these documents, economic implications of the existing policy are highlighted against the reported threats. Somewhat inevitably, the results echo the well-worn ‘it depends’ answer to the question of cyber security expenditure need; nevertheless, in doing so, they do point out the dependencies. We aim to provide further insight into the method with a view to helping inform a range of stakeholders: policy-makers; those who make decisions with respect to data disclosures; and those looking to policy to help guide their investment in cyber security.",J. Cybersecur.,22,2.6,10.1093/cybsec/tyw008,https://doi.org/10.1093/cybsec/tyw008,,TRUE,"{'url': 'https://doi.org/10.1093/cybsec/tyw008', 'status': 'GOLD'}",5f9addb6ec5cc4365d216461d7a13d5e3909a40f,
130,0,Needs Assessment of Cybercrime and Digital Evidence in a UK Police Force,2020,19/04/2020,"Z. Schreuders, Tom Cockcroft, Em Butterfield, J. Elliott, Ar Soobhany, M. Shan-A.-Khuda","Cybercrime has recently surpassed, in terms of volume, all other forms of crime in the United Kingdom, and has been acknowledged as a national priority. The purpose of this research is to analyse the police cyber-investigation lifecycle: from the experience of the public when reporting cybercrime to call takers, through to the attending officers, officer(s) in charge, and the many units and roles involved in supporting cybercrime investigations. A large scale needs assessment was conducted within one of the largest police forces in England and Wales, involving focus groups and interviews with police staff and strategic leads across key units and roles. The results of the needs assessment document the state of policing cybercrime in a UK police force, along with the improvements and needs that exist across the force and in specific units and roles. In total, 125 needs were identified and further coded based on a thematic analysis. Common themes identified include: knowledge/training, communication, recording, software, roles, governance, procedures, resources, consistency, staffing, national input, face-to-face, interactions with the public, new capabilities, and triage. The most common needs were related to training and knowledge, communications, quality of recording, software, governance, procedures, resourcing, and national input. Due to the nature of the findings, it is likely that some of these identified areas may parallel other police organisations’ experiences at national and international levels.",,7,1.4,10.5281/ZENODO.3757271,https://doi.org/10.5281/ZENODO.3757271,,FALSE,,c7a9a27073d43079aa7b75908dbbf04113e5dcc0,
131,0,How victims perceive fear of cybercrime: importance of informed risk,2023,03/07/2023,"C. S. Lee, Ji Hye Kim","ABSTRACT The Internet and related technology development have increased cybercrime perpetration and victimization opportunities. Individuals who have experienced victimization in the past are fearful of cybercrime. Yet, despite the increase in diversified cybercrime, previous studies have used inaccurate, aggregated measures of victimization and fear. This study uses domain-specific cybercrime victimization and fear measures to clarify the relationships between the two. We further investigate how the level of informed risk of cybercrime, which is fundamental to creating effective policies for combating cybercrime, moderates such associations. Utilizing the 2019 Eurobarometer (N = 20,400, country N = 28), we conducted a separate analysis for each of the 10 types of cybercrime. As expected, a multilevel regression analysis revealed that victims are more likely to fear a type of cybercrime that they have experienced before. More interestingly, such associations are statistically significant for specific types of cybercrime depending on the level of informed risk. Based on these findings, we discuss policy implications for developing and revising campaigns and educational programs for cybercrime victims and the general public and increasing international institutional cooperation.",Criminal Justice Studies,3,1.7,10.1080/1478601X.2023.2254099,https://doi.org/10.1080/1478601X.2023.2254099,,FALSE,,7f92fd25f46b24445910ea4544755a858ef80236,
132,0,Cybercrime in the Developing World,2022,14/11/2022,"David Ghelerter, John W. Wilson, Noah Welch, John D. Rusk","This paper attempts to discover the reasons behind the increase in cybercrime in developing nations over the past two decades. It discusses many examples and cases of projects to increase internet access in developing countries and how they enabled cybercrime. This paper examines how nations where many cybercrimes occurred, did not have the necessary resources or neglected to react appropriately. The other primary focus is how cybercrimes are not viewed the same as other crimes in many of these countries and how this perception allows cybercriminals to do as they please with no stigma from their neighbors. It concludes that laws and law enforcement, fund distribution, and ethics of these developing countries need to change to reduce the amount of cybercrime.","Proceedings on cybersecurity education, research and practice",1,0.4,10.32727/28.2023.10,https://doi.org/10.32727/28.2023.10,,TRUE,"{'url': 'https://doi.org/10.32727/28.2023.10', 'status': 'GOLD'}",f157f17dd4b3b0c144fb77c4e078b8c41aeb1055,
133,0,Cybercrime investigation model,2023,,"M.D. Gorda, A. A. Chechulin","With each passing day, individuals, organizations, and even governmental entities are confronted with an escalating incidence of cybercrimes. Faced with limited resources and the increasing complexity of cyberattacks, organizations often find themselves incapable of detecting and preventing such malicious actions and necessitating investigative efforts to mitigate their consequences. The primary objective of this study is the development of a comprehensive model for cybercrime investigation. In constructing this model, we have drawn upon related literature concerning cybercrimes and their investigation, alongside employing a spectrum of research methodologies, including analysis and synthesis, examination and generalization, deduction, and induction. Through an analysis of the investigative phases and the required for them information, we have formulated a cybercrime investigation model. Furthermore, we have field-tested this model in the context of an insider attack investigation. It is envisaged that the proposed model can serve as a foundational framework for the formulation of practical guidelines pertaining to the investigation of information security incidents, applicable both in governmental and commercial organizations.",Informatization and communication,5,2.2,10.34219/2078-8320-2023-14-3-92-97,https://doi.org/10.34219/2078-8320-2023-14-3-92-97,,FALSE,,9f64c190934b0e1c3eb181ecc5199ba4facf80e7,
134,0,National Cyber Governance Awareness Policy and Framework,2019,,Hala Bou Alwan,"Abstract Despite an ongoing drive by governments and law enforcers around the world to improve the sophistication of their risk mitigation measures, cyber-attacks are continually increasing. A study from Computer Crime and Intellectual Property Section (CCIPS) shows more than 4,000 ransomware attacks occurred daily in 2016. That's a 300 percent increase over 2015, where 1,000 ransomware attacks were seen per day. Cyber criminals are successfully penetrating even the most high-profile companies and governmental agencies. The breach at the NSA was truly alarming and just one recent example of the dire situation the country, and world, face as cybercrime intensifies and the cyber security talent shortage becomes more serious. Accordingly, the purpose of this research is to focus on cyber education at the national, government, and law enforcement level examining the methodology to set the tone from the top ensuring alignment between governments, law enforcers, private sector, and academic level. It also examines the gaps in cyber laws and educational governance initiatives and their impact on efficient execution of cyber policies for various regions of the world with a focus on the United Arab Emirates and the United States of America. Finally, this article recommends policy guidelines and a compliance manual framework for governments and law enforcers to consider ensuring that cyber risks are properly addressed and mitigated in a structured and coherent way.",International Journal of Legal Information,4,0.6,10.1017/jli.2019.22,https://doi.org/10.1017/jli.2019.22,,FALSE,,3677e58211122ecff779bebdcb1451794b070747,
135,0,Exploring the impact of cyber and traditional crime victimization: Impact comparisons and explanatory factors,2024,08/10/2024,"Jildau Borwell, Jurjen Jansen, Wouter Stol","As cybercrime victimization rates continue to rise, our understanding of their impact, especially compared to traditional crime, remains limited. To address this knowledge gap, we conducted surveys among 910 crime victims, measuring the impact of cyber and traditional variants of property, person-centered, and sexual crime. We compared the impact of: (1) residential burglary and hacking of online bank accounts; (2) doorstep deception and bank helpdesk fraud; (3) in-person threats and online threats; and (4) sexual assault and image-based sexual abuse. Impact was categorized into peritraumatic stress, internalizing problems, externalizing problems, financial impact, and damaged self-image. Our findings reveal that cybercrime impact mostly equals or exceeds that of traditional crimes. Disparities especially emerge in terms of higher peritraumatic stress experienced by victims of cyber property crime, and more damage to self-image suffered by victims of both cyber property and cyber sexual crimes. Furthermore, we identified significant determinants of victim impact among crime characteristics, and social, personal, and demographic factors, some varying between cyber and traditional crime. Our study emphasizes the implications of the technological nature of cybercrime and the relatively active role played by cybercrime victims, while also considering the issue of victim blaming. Furthermore, we underscore the need for targeted victim support and prioritization of cybercrime.",International Review of Victimology,1,2.1,10.1177/02697580241282782,https://doi.org/10.1177/02697580241282782,,FALSE,,92dd7bed5f86daae1a023958db23d31a504fc4dc,
136,0,The effect of prevalence and its interaction with sample size on the reliability of species distribution models,2009,21/12/2009,"A. Jiménez‐Valverde, J. Lobo, Joaquín Hortal","Prevalence (the presence/absence ratio in the training data) is commonly thought to influence the reliability of the predictions of species distribution models. However, little is known about its precise impact. We studied its effects using a virtual species, avoiding the presence of unaccounted-for effects in the modeling process (false absences, non-explanatory predictors, etc.). We sampled the distribution of the virtual species to obtain several data subsets of varying sample size and prevalence, and then modeled these data subsets using logistic regressions. Our results show that model predictions can be highly accurate over a wide range of sample sizes and prevalence scores, provided that the predictors are truly related to the distribution of the species and the training data are reliable. The effect of sample size becomes apparent for datasets of less than 70 data points, and the effect of prevalence is significant only for datasets with extremely unbalanced samples ( 0.99). There is also a strong interaction between sample size and prevalence, indicating that the most negative factor is the sample size of each event (absence and/or presence), and not biased prevalence, as previously thought. We suggest that, in the real world, an interaction must exist between the sample size of each event and the quality of the training data. We discuss that biased prevalences can be a desirable property of the data, instead of a problem to be avoided, also pointing out the importance of using the best absence data possible when modeling the distribution of species of narrow geographic range.",Community Ecology,120,7.9,10.1556/COMEC.10.2009.2.9,https://doi.org/10.1556/COMEC.10.2009.2.9,,FALSE,,e03bb5494a701b90caa88f8ae752244dc9434e1b,
137,0,Crime Online,2023,01/09/2023,Bijan Stephen,"Abstract:The majority of property crimes are now cybercrimes—including identity theft, credit card fraud, and vari_ous kinds of cyber attacks—and they are on the rise. This development raises serious political questions. What are our digital rights, and how are they upheld? When we’re online, who’s in charge of protecting us? How are our institutions addressing the social transition to the internet?",Dissent,0,0,10.1353/dss.2023.a906672,https://doi.org/10.1353/dss.2023.a906672,,FALSE,,0badf34d71dc3acca65b46a8913cbb6fd0ee91b0,
138,0,Understanding Cybercrime Offending and Victimization Patterns from a Global Perspective,2022,01/03/2022,J. R. Lee,"
 Cybercrime research within criminology and criminal justice sciences has increased over the past few decades, improving the knowledge and evidence-base around cybercrime offending and victimization generally. While earlier cybercrime studies were based primarily in the United States, there has been a recent surge in studies using international samples and multidisciplinary approaches to understand cybercrime patterns. The current issue of the International Journal of Cybersecurity Intelligence and Cybercrime consists of four articles that seek to advance our understanding of cybercrime behaviors from a global perspective. To that end, the objective of this paper is to provide a brief overview of the articles included in this issue. The overview will comprise a summary report of each study’s objectives, main findings, and implications. Exploring cybercrime from an international perspective underscores both the global nature of the phenomena and the need to form deeper insights into its unique properties.
",CrimRxiv,0,0,10.21428/cb6ab371.73c03078,https://doi.org/10.21428/cb6ab371.73c03078,,TRUE,"{'url': 'https://www.crimrxiv.com/pub/00kgq3ae/download/pdf', 'status': 'GOLD'}",a9e553c02f81a04cd4120234a3257450e6b287c0,
139,0,Cardiovascular health metrics and prevalence of cardiovascular disease in the Republic of Moldova,2020,01/09/2020,"E. Raevschi, B. C. Martin","
 
 
 Achieving and maintaining cardiovascular health of individuals has a significant impact on reducing cardiovascular disease (CVD) and mortality at the population level.
 
 
 
 We performed a cross-sectional community survey of 2,612 adult respondents in the Republic of Moldova. The American Heart Association cardiovascular health metrics score was used in total and by its two components: (1) health factors (blood pressure, total cholesterol, glucose, body mass index); (2) health behaviors (nonsmoking, physical activity, healthy diet score). The prevalence of CVD was identified as the main outcome measure.
 
 
 
 The prevalence of CVD was lower in study participants having all 7 cardiovascular health metrics (14.7%; 95% CI, 2.8% to 26.6%) compared to those with 0 to 1 cardiovascular health metrics (78.2%; 95% CI, 67.3% to 89.1%). Among participants who met all health factor metrics, the prevalence of CVD was lower (15.1%; 95% CI, 5.5% to 24.7%) compared to those with 0 to 1 health factor metrics (72.5 %; 95% CI, 69.9% to 75.0%). Study respondents who engaged in all health behaviors and those who engaged in 0 to 1 health behaviors had a similarly high prevalence of CVD (60.1%; 95% CI, 57.4% to 62.8% and 60.4%; 95% CI, 55.3% to 65.4%, respectively).
 
 
 
 Lower prevalence of CVD was related to a greater total score of cardiovascular health metrics and with health factor components. While those diagnosed CVD appear willing to improve their behaviors, the population at risk is not likely to engage in health behaviors to prevent the onset of CVD.
 
 
 
 Increasing individual’s responsibility in addressing their own health implies improvement of community health. Strategies for health promotion should focus more on an individual’s motivation to assume personal responsibility for behaviors affecting their health.
",European Journal of Public Health,2,0.4,10.1093/eurpub/ckaa166.1079,https://doi.org/10.1093/eurpub/ckaa166.1079,,TRUE,"{'url': 'https://academic.oup.com/eurpub/article-pdf/30/Supplement_5/ckaa166.1079/33819967/ckaa166.1079.pdf', 'status': 'GOLD'}",c92f5b52e839153f9422e0d78370a99baa6238f8,
140,0,Mafias on the Move: How Organized Crime Conquers New Territories,2011,20/02/2011,Federico Varese,"Organized crime is spreading like a global virus as mobs take advantage of open borders to establish local franchises at will. That at least is the fear, inspired by stories of Russian mobsters in New York, Chinese triads in London, and Italian mafias throughout the West. As Federico Varese explains in this compelling and daring book, the truth is more complicated. Varese has spent years researching mafia groups in Italy, Russia, the United States, and China, and argues that mafiosi often find themselves abroad against their will, rather than through a strategic plan to colonize new territories. Once there, they do not always succeed in establishing themselves. Varese spells out the conditions that lead to their long-term success, namely sudden market expansion that is neither exploited by local rivals nor blocked by authorities. Ultimately the inability of the state to govern economic transformations gives mafias their opportunity. In a series of matched comparisons, Varese charts the attempts of the Calabrese 'Ndrangheta to move to the north of Italy, and shows how the Sicilian mafia expanded to early twentieth-century New York, but failed around the same time to find a niche in Argentina. He explains why the Russian mafia failed to penetrate Rome but succeeded in Hungary. In a pioneering chapter on China, he examines the challenges that triads from Taiwan and Hong Kong find in branching out to the mainland. Based on ground-breaking field work and filled with dramatic stories, this book is both a compelling read and a sober assessment of the risks posed by globalization and immigration for the spread of mafias.",,207,14.7,10.5860/choice.49-0592,https://doi.org/10.5860/choice.49-0592,,FALSE,,08cc25c2dea63c4ab36f5b46316dee9f71e63434,
141,0,"Crime and/or Punishment: Joining the Dots between Crime, Legality and HCI",2020,23/04/2020,"Rosanna Bellini, Nicola Dell, M. Whitty, Debasis Bhattacharya, D. Wall, P. Briggs","We aim to bring together a number of designers, researchers and practitioners to share their experience of the influence of crime and legality on their work. Through these discussions, we aspire to highlight the existing knowledge base for discussions of crime within HCI, provide a space for sharing researcher's personal experiences in their work with and against crime, and highlight best practice going forwards. We will do this by using three considerations to inform our critical focus on crime: (1) mapping out the existing ways that HCI has addressed crime; (2) considering what part crime plays in approaches to social justice; (3) questioning who is thus morally responsible for the criminal activity of others, and what does this entail for ensuring fair approaches within technical design.",Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing Systems,4,0.8,10.1145/3334480.3375176,https://doi.org/10.1145/3334480.3375176,,FALSE,,b783f4037cf8d54ecf048c3c1f0e798e52145e8a,
